link,category,source
https://vtv.vn/xa-hoi/bi-quyet-cham-soc-giac-ngu-ve-sinh-o-tre-nho-20231214171513224.htm,xa-hoi.htm,https://vtv.vn/
https://vtv.vn/xa-hoi/phu-quoc-tang-cuong-dam-bao-an-ninh-trat-tu-dip-tet-20231214111444942.htm,xa-hoi.htm,https://vtv.vn/
https://vtv.vn/giao-duc/khong-bat-buoc-thi-tot-nghiep-thpt-mon-ngoai-ngu-mon-ngoai-ngu-co-bi-xem-nhe-20231129214024822.htm,giao-duc.htm,https://vtv.vn/
https://vtv.vn/giao-duc/chot-thi-4-mon-on-tap-thi-tot-nghiep-thpt-va-xet-tuyen-dai-hoc-2025-se-ra-sao-2023113011354243.htm,giao-duc.htm,https://vtv.vn/
https://vtv.vn/xa-hoi/binh-duong-chay-lon-tai-quan-karaoke-bi-dinh-chi-hoat-dong-2023121411071122.htm,xa-hoi.htm,https://vtv.vn/
https://vtv.vn/kinh-te/bat-dong-san.htm,xa-hoi.htm,https://vtv.vn/
https://vtv.vn/giao-duc/tu-2025-thi-tot-nghiep-thpt-chi-con-4-mon-khong-bat-buoc-thi-ngoai-ngu-20231129140952881.htm,giao-duc.htm,https://vtv.vn/
https://vtv.vn/the-gioi/the-gioi-do-day.htm,xa-hoi.htm,https://vtv.vn/
https://vtv.vn/giao-duc/viet-nam-co-nhieu-kinh-nghiem-ve-phat-trien-giao-duc-ma-chung-toi-co-the-hoc-tap-20231130113540683.htm,giao-duc.htm,https://vtv.vn/
https://vtv.vn/phap-luat/chieu-lua-cua-o-nhom-gia-danh-bac-si-ban-thuoc-cho-8000-nguoi-thu-ve-30-ty-dong-20231213185028565.htm,phap-luat.htm,https://vtv.vn/
https://vtv.vn/truyen-hinh/thay-loi-tri-an-2023-niem-tu-hao-khi-toi-chon-nghe-giao-2023112000110851.htm,giao-duc.htm,https://vtv.vn/
https://vtv.vn/the-thao/bong-da-trong-nuoc.htm,xa-hoi.htm,https://vtv.vn/
https://vtv.vn/chuong-trinh-dac-sac/su-kien-va-binh-luan.htm,xa-hoi.htm,https://vtv.vn/
https://vtv.vn/giao-duc/khong-bat-buoc-thi-tot-nghiep-thpt-mon-ngoai-ngu-mon-ngoai-ngu-co-bi-xem-nhe-20231129214024822.htm,giao-duc.htm,https://vtv.vn/
https://vtv.vn/kinh-te/goc-doanh-nghiep.htm,xa-hoi.htm,https://vtv.vn/
https://vtv.vn/xa-hoi/binh-duong-chay-lon-tai-quan-karaoke-bi-dinh-chi-hoat-dong-2023121411071122.htm,xa-hoi.htm,https://vtv.vn/
https://vtv.vn/giao-duc/bo-gddt-de-nghi-dieu-tra-xuyen-tac-ve-quyet-dinh-phe-duyet-sach-giao-khoa-20231205205501659.htm,giao-duc.htm,https://vtv.vn/
https://vtv.vn/giao-duc/thi-sinh-tim-kiem-co-hoi-nganh-nghe-xet-tuyen-dai-hoc-2023-20230722134042668.htm,giao-duc.htm,https://vtv.vn/
https://vtv.vn/giao-duc/bo-gddt-de-nghi-dieu-tra-xuyen-tac-ve-quyet-dinh-phe-duyet-sach-giao-khoa-20231205205501659.htm,giao-duc.htm,https://vtv.vn/
https://vtv.vn/truyen-hinh/thay-loi-tri-an-2023-niem-tu-hao-khi-toi-chon-nghe-giao-2023112000110851.htm,giao-duc.htm,https://vtv.vn/
https://vtv.vn/xa-hoi/tang-cuong-tuyen-truyen-bien-dao-trong-tinh-hinh-moi-20231213222308896.htm,xa-hoi.htm,https://vtv.vn/
https://vtv.vn/xa-hoi/chien-si-cong-an-tra-lai-22-trieu-dong-cho-nguoi-danh-roi-20231214080031017.htm,xa-hoi.htm,https://vtv.vn/
https://vtv.vn/giao-duc/nghe-giao-la-nghe-cao-quy-va-luon-can-giu-su-ton-nghiem-20231119202201671.htm,giao-duc.htm,https://vtv.vn/
https://vtv.vn/xa-hoi/suyt-mat-canh-tay-vi-thay-lang-vuon-20200706180112709.htm,xa-hoi.htm,https://vtv.vn/
https://vtv.vn/dong-su-kien/chat-luong-cuoc-song-268.htm,xa-hoi.htm,https://vtv.vn/
